Month & Year of Movement,From County,To County,To Location Type,Direct Movements,Indirect Movements
Sep-10,STRATHCLYDE,STRATHCLYDE,Slaughterhouse,"3,657",576
Sep-10,STRATHCLYDE,TAYSIDE,Slaughterhouse,649,111
Sep-10,STRATHCLYDE,,Slaughterhouse,629,294
Sep-10,SUFFOLK,BEDFORDSHIRE,Slaughterhouse,150,0
Sep-10,SUFFOLK,ESSEX,Slaughterhouse,43,96
Sep-10,SUFFOLK,GREATER LONDON,Slaughterhouse,0,8
Sep-10,SUFFOLK,HAMPSHIRE,Slaughterhouse,0,29
Sep-10,SUFFOLK,KENT,Slaughterhouse,1,0
Sep-10,SUFFOLK,LINCOLNSHIRE,Slaughterhouse,441,0
Sep-10,SUFFOLK,MID GLAMORGAN,Slaughterhouse,76,0
Sep-10,SUFFOLK,NORFOLK,Slaughterhouse,47,60
Sep-10,SUFFOLK,NORTH YORKSHIRE,Slaughterhouse,0,1
Sep-10,SUFFOLK,NOTTINGHAMSHIRE,Slaughterhouse,0,2
Sep-10,SUFFOLK,OXFORDSHIRE,Slaughterhouse,3,0
Sep-10,SUFFOLK,SOMERSET,Slaughterhouse,24,0
Sep-10,SUFFOLK,SOUTH YORKSHIRE,Slaughterhouse,68,1
Sep-10,SUFFOLK,SUFFOLK,Slaughterhouse,245,20
Sep-10,SUFFOLK,,Slaughterhouse,315,1
Sep-10,SURREY,AVON,Slaughterhouse,11,0
Sep-10,SURREY,BEDFORDSHIRE,Slaughterhouse,2,0
Sep-10,SURREY,DEVON,Slaughterhouse,0,6
Sep-10,SURREY,EAST SUSSEX,Slaughterhouse,6,4
Sep-10,SURREY,ESSEX,Slaughterhouse,0,5
Sep-10,SURREY,HAMPSHIRE,Slaughterhouse,62,11
Sep-10,SURREY,HUMBERSIDE,Slaughterhouse,0,10
Sep-10,SURREY,KENT,Slaughterhouse,9,9
Sep-10,SURREY,NORFOLK,Slaughterhouse,0,6
Sep-10,SURREY,OXFORDSHIRE,Slaughterhouse,1,0
Sep-10,SURREY,SOMERSET,Slaughterhouse,14,21
Sep-10,SURREY,SOUTH YORKSHIRE,Slaughterhouse,0,5
Sep-10,SURREY,SURREY,Slaughterhouse,199,0
Sep-10,SURREY,WEST SUSSEX,Slaughterhouse,16,0
Sep-10,SURREY,,Slaughterhouse,14,0
Sep-10,TAYSIDE,CENTRAL,Slaughterhouse,690,16
Sep-10,TAYSIDE,CUMBRIA,Slaughterhouse,5,2
Sep-10,TAYSIDE,FIFE,Slaughterhouse,235,87
Sep-10,TAYSIDE,GRAMPIAN,Slaughterhouse,518,30
Sep-10,TAYSIDE,HIGHLAND,Slaughterhouse,2,0
Sep-10,TAYSIDE,LANCASHIRE,Slaughterhouse,42,3
Sep-10,TAYSIDE,SHROPSHIRE,Slaughterhouse,1,0
Sep-10,TAYSIDE,SOUTH YORKSHIRE,Slaughterhouse,0,2
Sep-10,TAYSIDE,STRATHCLYDE,Slaughterhouse,378,145
Sep-10,TAYSIDE,TAYSIDE,Slaughterhouse,"1,037",13
Sep-10,TAYSIDE,,Slaughterhouse,11,5
Sep-10,TYNE & WEAR,CENTRAL,Slaughterhouse,35,0
Sep-10,TYNE & WEAR,CLEVELAND,Slaughterhouse,0,13
Sep-10,TYNE & WEAR,CUMBRIA,Slaughterhouse,4,0
Sep-10,TYNE & WEAR,DURHAM,Slaughterhouse,3,8
Sep-10,TYNE & WEAR,GREATER MANCHESTER,Slaughterhouse,0,4
Sep-10,TYNE & WEAR,LANCASHIRE,Slaughterhouse,25,1
Sep-10,TYNE & WEAR,NORTH YORKSHIRE,Slaughterhouse,4,1
Sep-10,TYNE & WEAR,SOUTH YORKSHIRE,Slaughterhouse,20,0
Sep-10,TYNE & WEAR,TYNE & WEAR,Slaughterhouse,86,2
Sep-10,TYNE & WEAR,WEST YORKSHIRE,Slaughterhouse,0,6
Sep-10,TYNE & WEAR,,Slaughterhouse,0,1
Sep-10,WARWICKSHIRE,AVON,Slaughterhouse,0,11
Sep-10,WARWICKSHIRE,BEDFORDSHIRE,Slaughterhouse,97,3
Sep-10,WARWICKSHIRE,CHESHIRE,Slaughterhouse,0,1
Sep-10,WARWICKSHIRE,CUMBRIA,Slaughterhouse,0,1
Sep-10,WARWICKSHIRE,DERBYSHIRE,Slaughterhouse,0,12
Sep-10,WARWICKSHIRE,DEVON,Slaughterhouse,1,7
Sep-10,WARWICKSHIRE,DURHAM,Slaughterhouse,0,1
Sep-10,WARWICKSHIRE,DYFED,Slaughterhouse,0,1
Sep-10,WARWICKSHIRE,ESSEX,Slaughterhouse,0,5
Sep-10,WARWICKSHIRE,GLOUCESTERSHIRE,Slaughterhouse,5,2
Sep-10,WARWICKSHIRE,GRAMPIAN,Slaughterhouse,0,48
Sep-10,WARWICKSHIRE,GREATER MANCHESTER,Slaughterhouse,0,19
Sep-10,WARWICKSHIRE,HAMPSHIRE,Slaughterhouse,6,3
Sep-10,WARWICKSHIRE,HEREFORD & WORCESTER,Slaughterhouse,7,0
Sep-10,WARWICKSHIRE,LANCASHIRE,Slaughterhouse,81,43
Sep-10,WARWICKSHIRE,LEICESTERSHIRE,Slaughterhouse,68,21
Sep-10,WARWICKSHIRE,LINCOLNSHIRE,Slaughterhouse,320,56
Sep-10,WARWICKSHIRE,MID GLAMORGAN,Slaughterhouse,232,0
Sep-10,WARWICKSHIRE,NORFOLK,Slaughterhouse,0,12
Sep-10,WARWICKSHIRE,NORTH YORKSHIRE,Slaughterhouse,15,17
Sep-10,WARWICKSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,21
Sep-10,WARWICKSHIRE,OXFORDSHIRE,Slaughterhouse,74,60
Sep-10,WARWICKSHIRE,SHROPSHIRE,Slaughterhouse,91,27
Sep-10,WARWICKSHIRE,SOMERSET,Slaughterhouse,46,0
Sep-10,WARWICKSHIRE,SOUTH YORKSHIRE,Slaughterhouse,8,17
Sep-10,WARWICKSHIRE,STAFFORDSHIRE,Slaughterhouse,99,48
Sep-10,WARWICKSHIRE,STRATHCLYDE,Slaughterhouse,0,15
Sep-10,WARWICKSHIRE,SUFFOLK,Slaughterhouse,0,6
Sep-10,WARWICKSHIRE,SURREY,Slaughterhouse,91,0
Sep-10,WARWICKSHIRE,WARWICKSHIRE,Slaughterhouse,69,0
Sep-10,WARWICKSHIRE,WEST MIDLANDS,Slaughterhouse,11,1
Sep-10,WARWICKSHIRE,WEST YORKSHIRE,Slaughterhouse,0,3
Sep-10,WARWICKSHIRE,WILTSHIRE,Slaughterhouse,5,9
Sep-10,WARWICKSHIRE,,Slaughterhouse,213,75
Sep-10,WESTERN ISLES,WESTERN ISLES,Slaughterhouse,6,0
Sep-10,WESTERN ISLES,,Slaughterhouse,24,0
Sep-10,WEST GLAMORGAN,AVON,Slaughterhouse,1,6
Sep-10,WEST GLAMORGAN,BEDFORDSHIRE,Slaughterhouse,1,10
Sep-10,WEST GLAMORGAN,CHESHIRE,Slaughterhouse,0,1
Sep-10,WEST GLAMORGAN,DEVON,Slaughterhouse,1,4
Sep-10,WEST GLAMORGAN,DURHAM,Slaughterhouse,0,1
Sep-10,WEST GLAMORGAN,DYFED,Slaughterhouse,30,11
Sep-10,WEST GLAMORGAN,GLOUCESTERSHIRE,Slaughterhouse,10,1
Sep-10,WEST GLAMORGAN,GRAMPIAN,Slaughterhouse,0,1
Sep-10,WEST GLAMORGAN,GREATER MANCHESTER,Slaughterhouse,0,1
Sep-10,WEST GLAMORGAN,LANCASHIRE,Slaughterhouse,3,0
Sep-10,WEST GLAMORGAN,LINCOLNSHIRE,Slaughterhouse,19,0
Sep-10,WEST GLAMORGAN,MID GLAMORGAN,Slaughterhouse,135,0
Sep-10,WEST GLAMORGAN,POWYS,Slaughterhouse,5,0
Sep-10,WEST GLAMORGAN,SHROPSHIRE,Slaughterhouse,9,0
Sep-10,WEST GLAMORGAN,STAFFORDSHIRE,Slaughterhouse,10,5
Sep-10,WEST GLAMORGAN,SURREY,Slaughterhouse,17,0
Sep-10,WEST GLAMORGAN,WEST GLAMORGAN,Slaughterhouse,41,2
Sep-10,WEST GLAMORGAN,WILTSHIRE,Slaughterhouse,1,3
Sep-10,WEST GLAMORGAN,,Slaughterhouse,23,3
Sep-10,WEST MIDLANDS,AVON,Slaughterhouse,0,7
Sep-10,WEST MIDLANDS,BEDFORDSHIRE,Slaughterhouse,0,1
Sep-10,WEST MIDLANDS,DEVON,Slaughterhouse,0,1
Sep-10,WEST MIDLANDS,LANCASHIRE,Slaughterhouse,0,3
Sep-10,WEST MIDLANDS,LEICESTERSHIRE,Slaughterhouse,6,0
Sep-10,WEST MIDLANDS,LINCOLNSHIRE,Slaughterhouse,0,2
Sep-10,WEST MIDLANDS,MID GLAMORGAN,Slaughterhouse,24,0
Sep-10,WEST MIDLANDS,NOTTINGHAMSHIRE,Slaughterhouse,0,4
Sep-10,WEST MIDLANDS,OXFORDSHIRE,Slaughterhouse,0,20
Sep-10,WEST MIDLANDS,SHROPSHIRE,Slaughterhouse,0,5
Sep-10,WEST MIDLANDS,SOUTH YORKSHIRE,Slaughterhouse,5,2
Sep-10,WEST MIDLANDS,STAFFORDSHIRE,Slaughterhouse,4,10
Sep-10,WEST MIDLANDS,WARWICKSHIRE,Slaughterhouse,3,2
Sep-10,WEST MIDLANDS,WEST MIDLANDS,Slaughterhouse,0,1
Sep-10,WEST MIDLANDS,WEST YORKSHIRE,Slaughterhouse,0,2
Sep-10,WEST MIDLANDS,,Slaughterhouse,41,0
Sep-10,WEST SUSSEX,AVON,Slaughterhouse,22,0
Sep-10,WEST SUSSEX,BEDFORDSHIRE,Slaughterhouse,12,0
Sep-10,WEST SUSSEX,CENTRAL,Slaughterhouse,64,0
Sep-10,WEST SUSSEX,DEVON,Slaughterhouse,0,2
Sep-10,WEST SUSSEX,EAST SUSSEX,Slaughterhouse,8,6
Sep-10,WEST SUSSEX,ESSEX,Slaughterhouse,0,1
Sep-10,WEST SUSSEX,GREATER LONDON,Slaughterhouse,10,0
Sep-10,WEST SUSSEX,HAMPSHIRE,Slaughterhouse,44,4
Sep-10,WEST SUSSEX,HUMBERSIDE,Slaughterhouse,0,4
Sep-10,WEST SUSSEX,KENT,Slaughterhouse,21,4
Sep-10,WEST SUSSEX,LINCOLNSHIRE,Slaughterhouse,132,0
Sep-10,WEST SUSSEX,NORFOLK,Slaughterhouse,0,1
Sep-10,WEST SUSSEX,OXFORDSHIRE,Slaughterhouse,9,0
Sep-10,WEST SUSSEX,SOMERSET,Slaughterhouse,508,6
Sep-10,WEST SUSSEX,SUFFOLK,Slaughterhouse,17,0
Sep-10,WEST SUSSEX,SURREY,Slaughterhouse,231,0
Sep-10,WEST SUSSEX,WEST SUSSEX,Slaughterhouse,64,0
Sep-10,WEST SUSSEX,,Slaughterhouse,22,0
Sep-10,WEST YORKSHIRE,AVON,Slaughterhouse,1,0
Sep-10,WEST YORKSHIRE,CHESHIRE,Slaughterhouse,0,1
Sep-10,WEST YORKSHIRE,CLEVELAND,Slaughterhouse,0,65
Sep-10,WEST YORKSHIRE,DERBYSHIRE,Slaughterhouse,2,1
Sep-10,WEST YORKSHIRE,DEVON,Slaughterhouse,0,2
Sep-10,WEST YORKSHIRE,DURHAM,Slaughterhouse,81,40
Sep-10,WEST YORKSHIRE,GREATER MANCHESTER,Slaughterhouse,82,85
Sep-10,WEST YORKSHIRE,HAMPSHIRE,Slaughterhouse,0,1
Sep-10,WEST YORKSHIRE,HUMBERSIDE,Slaughterhouse,51,15
Sep-10,WEST YORKSHIRE,LANCASHIRE,Slaughterhouse,270,27
Sep-10,WEST YORKSHIRE,LINCOLNSHIRE,Slaughterhouse,0,8
Sep-10,WEST YORKSHIRE,NORTH YORKSHIRE,Slaughterhouse,46,49
Sep-10,WEST YORKSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,8
Sep-10,WEST YORKSHIRE,SOUTH YORKSHIRE,Slaughterhouse,279,24
Sep-10,WEST YORKSHIRE,STAFFORDSHIRE,Slaughterhouse,1,1
Sep-10,WEST YORKSHIRE,STRATHCLYDE,Slaughterhouse,0,6
Sep-10,WEST YORKSHIRE,TYNE & WEAR,Slaughterhouse,29,0
Sep-10,WEST YORKSHIRE,WEST YORKSHIRE,Slaughterhouse,918,276
Sep-10,WEST YORKSHIRE,,Slaughterhouse,39,6
Sep-10,WILTSHIRE,AVON,Slaughterhouse,724,17
Sep-10,WILTSHIRE,BEDFORDSHIRE,Slaughterhouse,112,1
Sep-10,WILTSHIRE,CENTRAL,Slaughterhouse,2,0
Sep-10,WILTSHIRE,CLEVELAND,Slaughterhouse,1,0
Sep-10,WILTSHIRE,CLWYD,Slaughterhouse,0,0
Sep-10,WILTSHIRE,DEVON,Slaughterhouse,40,51
Sep-10,WILTSHIRE,DORSET,Slaughterhouse,16,0
Sep-10,WILTSHIRE,DYFED,Slaughterhouse,0,1
Sep-10,WILTSHIRE,GLOUCESTERSHIRE,Slaughterhouse,14,65
Sep-10,WILTSHIRE,HAMPSHIRE,Slaughterhouse,9,2
Sep-10,WILTSHIRE,KENT,Slaughterhouse,0,3
Sep-10,WILTSHIRE,LINCOLNSHIRE,Slaughterhouse,47,0
Sep-10,WILTSHIRE,MID GLAMORGAN,Slaughterhouse,236,2
Sep-10,WILTSHIRE,OXFORDSHIRE,Slaughterhouse,25,24
Sep-10,WILTSHIRE,SHROPSHIRE,Slaughterhouse,1,2
Sep-10,WILTSHIRE,SOMERSET,Slaughterhouse,545,28
Sep-10,WILTSHIRE,SOUTH YORKSHIRE,Slaughterhouse,41,1
Sep-10,WILTSHIRE,SURREY,Slaughterhouse,78,0
Sep-10,WILTSHIRE,WARWICKSHIRE,Slaughterhouse,1,0
Sep-10,WILTSHIRE,WILTSHIRE,Slaughterhouse,316,21
Sep-10,WILTSHIRE,,Slaughterhouse,281,53
Sep-10,0,CENTRAL,Slaughterhouse,37,0
Sep-10,0,CUMBRIA,Slaughterhouse,3,0
Sep-10,0,LANCASHIRE,Slaughterhouse,1,0
Sep-10,0,NORTH YORKSHIRE,Slaughterhouse,0,0
Sep-10,0,SHETLAND,Slaughterhouse,3,0
Sep-10,0,SHROPSHIRE,Slaughterhouse,0,3
Sep-10,0,STRATHCLYDE,Slaughterhouse,6,0
Oct-10,AVON,AVON,Slaughterhouse,651,7
Oct-10,AVON,BEDFORDSHIRE,Slaughterhouse,11,9
Oct-10,AVON,CORNWALL,Slaughterhouse,2,13
Oct-10,AVON,DEVON,Slaughterhouse,8,10
Oct-10,AVON,DYFED,Slaughterhouse,0,1
Oct-10,AVON,GLOUCESTERSHIRE,Slaughterhouse,20,54
Oct-10,AVON,KENT,Slaughterhouse,0,13
Oct-10,AVON,LANCASHIRE,Slaughterhouse,0,2
Oct-10,AVON,LINCOLNSHIRE,Slaughterhouse,74,1
Oct-10,AVON,MID GLAMORGAN,Slaughterhouse,278,0
Oct-10,AVON,OXFORDSHIRE,Slaughterhouse,15,20
Oct-10,AVON,SHROPSHIRE,Slaughterhouse,17,0
Oct-10,AVON,SOMERSET,Slaughterhouse,120,15
Oct-10,AVON,SOUTH YORKSHIRE,Slaughterhouse,0,5
Oct-10,AVON,WILTSHIRE,Slaughterhouse,"1,002",7
Oct-10,AVON,,Slaughterhouse,18,36
Oct-10,BEDFORDSHIRE,BEDFORDSHIRE,Slaughterhouse,262,0
Oct-10,BEDFORDSHIRE,CAMBRIDGESHIRE,Slaughterhouse,11,0
Oct-10,BEDFORDSHIRE,DEVON,Slaughterhouse,1,0
Oct-10,BEDFORDSHIRE,GREATER LONDON,Slaughterhouse,14,0
Oct-10,BEDFORDSHIRE,HAMPSHIRE,Slaughterhouse,8,1
Oct-10,BEDFORDSHIRE,LEICESTERSHIRE,Slaughterhouse,6,0
Oct-10,BEDFORDSHIRE,LINCOLNSHIRE,Slaughterhouse,145,0
Oct-10,BEDFORDSHIRE,OXFORDSHIRE,Slaughterhouse,4,4
Oct-10,BEDFORDSHIRE,SHROPSHIRE,Slaughterhouse,13,0
Oct-10,BEDFORDSHIRE,STAFFORDSHIRE,Slaughterhouse,0,0
Oct-10,BEDFORDSHIRE,SURREY,Slaughterhouse,2,0
Oct-10,BEDFORDSHIRE,WEST YORKSHIRE,Slaughterhouse,25,0
Oct-10,BEDFORDSHIRE,,Slaughterhouse,1,0
Oct-10,BERKSHIRE,AVON,Slaughterhouse,76,0
Oct-10,BERKSHIRE,BEDFORDSHIRE,Slaughterhouse,61,2
Oct-10,BERKSHIRE,DEVON,Slaughterhouse,0,2
Oct-10,BERKSHIRE,GLOUCESTERSHIRE,Slaughterhouse,0,3
Oct-10,BERKSHIRE,HAMPSHIRE,Slaughterhouse,190,1
Oct-10,BERKSHIRE,LINCOLNSHIRE,Slaughterhouse,15,0
Oct-10,BERKSHIRE,MID GLAMORGAN,Slaughterhouse,8,0
Oct-10,BERKSHIRE,OXFORDSHIRE,Slaughterhouse,16,5
Oct-10,BERKSHIRE,SOMERSET,Slaughterhouse,52,2
Oct-10,BERKSHIRE,SOUTH YORKSHIRE,Slaughterhouse,0,2
Oct-10,BERKSHIRE,SURREY,Slaughterhouse,96,0
Oct-10,BERKSHIRE,WEST SUSSEX,Slaughterhouse,2,0
Oct-10,BERKSHIRE,WILTSHIRE,Slaughterhouse,13,11
Oct-10,BERKSHIRE,,Slaughterhouse,0,2
Oct-10,BORDERS,BORDERS,Slaughterhouse,247,155
Oct-10,BORDERS,CENTRAL,Slaughterhouse,940,28
Oct-10,BORDERS,CLEVELAND,Slaughterhouse,0,6
Oct-10,BORDERS,CUMBRIA,Slaughterhouse,39,18
Oct-10,BORDERS,DURHAM,Slaughterhouse,0,2
Oct-10,BORDERS,GRAMPIAN,Slaughterhouse,153,2
Oct-10,BORDERS,GREATER MANCHESTER,Slaughterhouse,0,1
Oct-10,BORDERS,HIGHLAND,Slaughterhouse,53,24
Oct-10,BORDERS,HUMBERSIDE,Slaughterhouse,2,1
Oct-10,BORDERS,LANCASHIRE,Slaughterhouse,119,22
Oct-10,BORDERS,LINCOLNSHIRE,Slaughterhouse,34,0
Oct-10,BORDERS,SOUTH YORKSHIRE,Slaughterhouse,147,0
Oct-10,BORDERS,STRATHCLYDE,Slaughterhouse,819,149
Oct-10,BORDERS,TAYSIDE,Slaughterhouse,217,89
Oct-10,BORDERS,TYNE & WEAR,Slaughterhouse,18,0
Oct-10,BORDERS,WEST YORKSHIRE,Slaughterhouse,22,22
Oct-10,BORDERS,,Slaughterhouse,92,9
Oct-10,BUCKINGHAMSHIRE,AVON,Slaughterhouse,51,0
Oct-10,BUCKINGHAMSHIRE,BEDFORDSHIRE,Slaughterhouse,440,3
Oct-10,BUCKINGHAMSHIRE,CENTRAL,Slaughterhouse,129,0
Oct-10,BUCKINGHAMSHIRE,DERBYSHIRE,Slaughterhouse,0,2
Oct-10,BUCKINGHAMSHIRE,DEVON,Slaughterhouse,0,5
Oct-10,BUCKINGHAMSHIRE,EAST SUSSEX,Slaughterhouse,0,1
Oct-10,BUCKINGHAMSHIRE,ESSEX,Slaughterhouse,0,3
Oct-10,BUCKINGHAMSHIRE,GLOUCESTERSHIRE,Slaughterhouse,0,2
Oct-10,BUCKINGHAMSHIRE,GREATER LONDON,Slaughterhouse,32,0
Oct-10,BUCKINGHAMSHIRE,GREATER MANCHESTER,Slaughterhouse,0,4
Oct-10,BUCKINGHAMSHIRE,HAMPSHIRE,Slaughterhouse,70,18
Oct-10,BUCKINGHAMSHIRE,HUMBERSIDE,Slaughterhouse,0,2
Oct-10,BUCKINGHAMSHIRE,KENT,Slaughterhouse,0,3
Oct-10,BUCKINGHAMSHIRE,LANCASHIRE,Slaughterhouse,100,2
Oct-10,BUCKINGHAMSHIRE,LINCOLNSHIRE,Slaughterhouse,336,16
Oct-10,BUCKINGHAMSHIRE,MID GLAMORGAN,Slaughterhouse,57,58
Oct-10,BUCKINGHAMSHIRE,NORFOLK,Slaughterhouse,19,5
Oct-10,BUCKINGHAMSHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,3
Oct-10,BUCKINGHAMSHIRE,OXFORDSHIRE,Slaughterhouse,65,11
Oct-10,BUCKINGHAMSHIRE,SHROPSHIRE,Slaughterhouse,1,3
Oct-10,BUCKINGHAMSHIRE,SOMERSET,Slaughterhouse,18,4
Oct-10,BUCKINGHAMSHIRE,SOUTH YORKSHIRE,Slaughterhouse,60,38
Oct-10,BUCKINGHAMSHIRE,STAFFORDSHIRE,Slaughterhouse,0,10
Oct-10,BUCKINGHAMSHIRE,SURREY,Slaughterhouse,89,0
Oct-10,BUCKINGHAMSHIRE,WEST MIDLANDS,Slaughterhouse,0,4
Oct-10,BUCKINGHAMSHIRE,WEST YORKSHIRE,Slaughterhouse,0,2
Oct-10,BUCKINGHAMSHIRE,WILTSHIRE,Slaughterhouse,14,7
Oct-10,BUCKINGHAMSHIRE,,Slaughterhouse,92,6
Oct-10,CAMBRIDGESHIRE,BEDFORDSHIRE,Slaughterhouse,171,1
Oct-10,CAMBRIDGESHIRE,CAMBRIDGESHIRE,Slaughterhouse,38,0
Oct-10,CAMBRIDGESHIRE,CENTRAL,Slaughterhouse,0,0
Oct-10,CAMBRIDGESHIRE,DERBYSHIRE,Slaughterhouse,0,2
Oct-10,CAMBRIDGESHIRE,ESSEX,Slaughterhouse,2,6
Oct-10,CAMBRIDGESHIRE,GRAMPIAN,Slaughterhouse,0,2
Oct-10,CAMBRIDGESHIRE,GREATER MANCHESTER,Slaughterhouse,0,19
Oct-10,CAMBRIDGESHIRE,HAMPSHIRE,Slaughterhouse,0,3
Oct-10,CAMBRIDGESHIRE,HUMBERSIDE,Slaughterhouse,0,1
Oct-10,CAMBRIDGESHIRE,LANCASHIRE,Slaughterhouse,0,4
Oct-10,CAMBRIDGESHIRE,LINCOLNSHIRE,Slaughterhouse,287,23
Oct-10,CAMBRIDGESHIRE,MID GLAMORGAN,Slaughterhouse,129,0
Oct-10,CAMBRIDGESHIRE,NORFOLK,Slaughterhouse,27,9
Oct-10,CAMBRIDGESHIRE,NORTH YORKSHIRE,Slaughterhouse,31,1
Oct-10,CAMBRIDGESHIRE,NOTTINGHAMSHIRE,Slaughterhouse,0,12
Oct-10,CAMBRIDGESHIRE,OXFORDSHIRE,Slaughterhouse,0,1
Oct-10,CAMBRIDGESHIRE,SHROPSHIRE,Slaughterhouse,8,1
Oct-10,CAMBRIDGESHIRE,SOUTH YORKSHIRE,Slaughterhouse,0,5
Oct-10,CAMBRIDGESHIRE,STAFFORDSHIRE,Slaughterhouse,0,15
Oct-10,CAMBRIDGESHIRE,WEST YORKSHIRE,Slaughterhouse,0,3
Oct-10,CAMBRIDGESHIRE,,Slaughterhouse,0,12
Oct-10,CENTRAL,CENTRAL,Slaughterhouse,635,38
Oct-10,CENTRAL,CUMBRIA,Slaughterhouse,133,22
Oct-10,CENTRAL,DERBYSHIRE,Slaughterhouse,9,0
Oct-10,CENTRAL,FIFE,Slaughterhouse,6,7
Oct-10,CENTRAL,GRAMPIAN,Slaughterhouse,74,13
Oct-10,CENTRAL,HIGHLAND,Slaughterhouse,14,1
Oct-10,CENTRAL,LANCASHIRE,Slaughterhouse,179,31
Oct-10,CENTRAL,SOUTH YORKSHIRE,Slaughterhouse,48,16
Oct-10,CENTRAL,STRATHCLYDE,Slaughterhouse,591,167
Oct-10,CENTRAL,TAYSIDE,Slaughterhouse,434,17
Oct-10,CENTRAL,,Slaughterhouse,58,17
Oct-10,CHESHIRE,AVON,Slaughterhouse,193,108
Oct-10,CHESHIRE,BEDFORDSHIRE,Slaughterhouse,64,48
Oct-10,CHESHIRE,CHESHIRE,Slaughterhouse,"1,115",172
Oct-10,CHESHIRE,CLWYD,Slaughterhouse,10,13
Oct-10,CHESHIRE,CUMBRIA,Slaughterhouse,15,0
Oct-10,CHESHIRE,DERBYSHIRE,Slaughterhouse,114,6
Oct-10,CHESHIRE,DEVON,Slaughterhouse,205,165
Oct-10,CHESHIRE,DURHAM,Slaughterhouse,0,6
Oct-10,CHESHIRE,GREATER MANCHESTER,Slaughterhouse,146,70
Oct-10,CHESHIRE,GWYNEDD,Slaughterhouse,0,1
Oct-10,CHESHIRE,HUMBERSIDE,Slaughterhouse,155,121
Oct-10,CHESHIRE,LANCASHIRE,Slaughterhouse,855,65
Oct-10,CHESHIRE,LINCOLNSHIRE,Slaughterhouse,162,0
Oct-10,CHESHIRE,MERSEYSIDE,Slaughterhouse,2,0
Oct-10,CHESHIRE,MID GLAMORGAN,Slaughterhouse,19,0
Oct-10,CHESHIRE,NORFOLK,Slaughterhouse,17,17
Oct-10,CHESHIRE,NORTH YORKSHIRE,Slaughterhouse,58,0
Oct-10,CHESHIRE,OXFORDSHIRE,Slaughterhouse,10,0
Oct-10,CHESHIRE,SHROPSHIRE,Slaughterhouse,440,91
Oct-10,CHESHIRE,SOMERSET,Slaughterhouse,6,2
Oct-10,CHESHIRE,SOUTH YORKSHIRE,Slaughterhouse,78,34
Oct-10,CHESHIRE,STAFFORDSHIRE,Slaughterhouse,815,623
Oct-10,CHESHIRE,STRATHCLYDE,Slaughterhouse,147,7
Oct-10,CHESHIRE,SURREY,Slaughterhouse,20,0
Oct-10,CHESHIRE,WEST MIDLANDS,Slaughterhouse,0,10
Oct-10,CHESHIRE,WEST YORKSHIRE,Slaughterhouse,187,145
Oct-10,CHESHIRE,,Slaughterhouse,464,208
Oct-10,CLEVELAND,CENTRAL,Slaughterhouse,0,13
Oct-10,CLEVELAND,CLEVELAND,Slaughterhouse,6,95
Oct-10,CLEVELAND,CUMBRIA,Slaughterhouse,9,15
Oct-10,CLEVELAND,DURHAM,Slaughterhouse,42,90
Oct-10,CLEVELAND,GREATER MANCHESTER,Slaughterhouse,0,55
Oct-10,CLEVELAND,HUMBERSIDE,Slaughterhouse,15,6
Oct-10,CLEVELAND,LANCASHIRE,Slaughterhouse,30,10
Oct-10,CLEVELAND,LINCOLNSHIRE,Slaughterhouse,0,5
Oct-10,CLEVELAND,NORTH YORKSHIRE,Slaughterhouse,48,22
Oct-10,CLEVELAND,SHROPSHIRE,Slaughterhouse,0,17
Oct-10,CLEVELAND,STAFFORDSHIRE,Slaughterhouse,0,11
Oct-10,CLEVELAND,STRATHCLYDE,Slaughterhouse,3,0
Oct-10,CLEVELAND,WEST YORKSHIRE,Slaughterhouse,2,44
Oct-10,CLEVELAND,,Slaughterhouse,8,9
Oct-10,CLWYD,AVON,Slaughterhouse,68,62
Oct-10,CLWYD,BEDFORDSHIRE,Slaughterhouse,0,33
Oct-10,CLWYD,CHESHIRE,Slaughterhouse,179,78
Oct-10,CLWYD,CLWYD,Slaughterhouse,715,107
Oct-10,CLWYD,CUMBRIA,Slaughterhouse,0,1
Oct-10,CLWYD,DERBYSHIRE,Slaughterhouse,42,28
Oct-10,CLWYD,DEVON,Slaughterhouse,1,40
Oct-10,CLWYD,DURHAM,Slaughterhouse,4,9
Oct-10,CLWYD,GREATER MANCHESTER,Slaughterhouse,20,50
Oct-10,CLWYD,GWYNEDD,Slaughterhouse,84,105
Oct-10,CLWYD,HUMBERSIDE,Slaughterhouse,56,52
Oct-10,CLWYD,LANCASHIRE,Slaughterhouse,905,18
Oct-10,CLWYD,LINCOLNSHIRE,Slaughterhouse,104,0
Oct-10,CLWYD,MID GLAMORGAN,Slaughterhouse,85,0
Oct-10,CLWYD,NORFOLK,Slaughterhouse,50,15
Oct-10,CLWYD,OXFORDSHIRE,Slaughterhouse,4,1
Oct-10,CLWYD,POWYS,Slaughterhouse,34,0
Oct-10,CLWYD,SHROPSHIRE,Slaughterhouse,869,137
Oct-10,CLWYD,SOMERSET,Slaughterhouse,4,5
Oct-10,CLWYD,SOUTH YORKSHIRE,Slaughterhouse,124,98
Oct-10,CLWYD,STAFFORDSHIRE,Slaughterhouse,65,134
